,Priority,text
26842,P3,remote have eclipse eclipseme while lot time app make able find simple coz have sais thread control have problem poor implementation eclipse issue whitout eclipseme attach eclipse remote debuggin session unable watch inspect varible unable suspend thread different main have little time have use jdebugger same way have eclipse remote debugger tool possibility suspend watch error partial implementation incorrect assumption plugin org.eclipse.jdt.internal.debug related package issue apreciate fix J2ME time eclipse continue need further information send beta tester time
26848,P4,probe formatter see bug order get template right have probe different formatter order trivial - format K_UNKWOWN formatter format non - null edit candidate
26856,P3,search job create non thread non limitation event loop active result deadlock avoid search job create real image be thread
26860,P2,implement exception anonymous inner class alt shift s source menu override implement error dialog error complete see log more information log WorkbenchKeyboard.processKeyEvent(WorkbenchKeyboard.java:828 sun.reflect sun.reflect sun.reflect
26869,P5,project source source project have workspace source type reference buffer correct source actual source focus package clear
26870,P2,wizard file key diffenet entry key seletion wizard key name
26876,P3,dialog removed type remove history - package xy public class class class history type save history removed type dialog map type name type
26877,P3,local resolve iterate collection template context collection class void list for| type efficieny check local root root interface need check type hierarchy type candidate fix trivial old collection work code
26878,P3,warning non - varargs method varargs method interface void interface void override other varargs varargs method overridden
26883,P2,failure LazyJavaCompletionProposal.apply(LazyJavaCompletionProposal.java:317 StyledText$7.handleEvent(StyledText.java:4868 sun.reflect sun.reflect sun.reflect
26886,P2,modifier polish item add fix
26889,P3,error generic method argument work code import java.lang.reflect public class public ctor return null static f1 return new static return f1
26890,P2,do register help listener function fact following method editor text result default workbench window context help apparent dynamic help view part activation selection reproduce preference page configure open style infopop file same way example view help view
26891,P5,wrapping like see line wrapping option manual line alternative possible switch line wrapping behavior line width moment select option wrapping unwrapp manual line
26892,P3,console output M7 get error message title click hyperlink stack trace console output do work behaviour predictable seem work project identical stack row second stack trace first jface error whole line output file name hyperlink
26894,P3,method error override b07 code override first call error method ambiguous type override public class public static void args ex= new new top= ex new Integer(2 class void class void change class void agree override accept program
26898,P3,wizard cut high contrast mode new class wizard cut high contrast mode bug
26899,P3,throw remove non - node remove non - list throw consistent
26900,P2,search new workspace use plugin importer import _ _ open search dialog type type
26902,P3,generic type parameter l new uncompiling l new
26908,P2,coloring preference page update preview coloring preference page update preview enable color font update preview preview
26932,P4,compliance compliance new more confusion compiler compliance current behaviour futher be following compliance level level issue warning compiler compliance level do following workspace warn default level compiler compliance project warn level choosn compiler compliance comment doable
26948,P3,dialog open plug export smoke A.java public class c= null class class select class press source dialog open possible do change
26952,P4,assist propose final type parameter clause candidate bug mark position code completion test public class correct public class void case code assist propose
26955,P3,node include position include position
26957,P3,view lose text noon build hpux widget available open javadoc view class @see javadoc tag put cursor comment javadoc view note javadoc view plain text click other javadoc class click original one @see tag javadoc view resize javadoc view view bold font plain text
26958,P2,editor annotation model build bug editor window custom perspective perspective editor open window perspective open other open close leak editor
26966,P2,compliance project wizard change compiler compliance create new workspace install open new project wizard select specific compliance set compiler compliance project
26982,P5,wizard good default wizard good practice class project folder root class create confusion unsuspecting experienced encourage bad practice know think default separate source output promote use separate standard good practice most good thing use change default
26986,P4,nit dialog default same relative position group http://www.eclipsezone.com/archives/2005/06/12/new-java-project/ screenshot
26987,P3,find page enter override use first letter
26988,P3,page find only sub - node show java search field
26990,P3,cast case eclipse mismatch convert public class public return null public class public class public class bug public void
26999,P3,overridden method reproduce snippet class void e class void s compare comparison tray bind override bind
27000,P3,synthetic synthetic open # synthetic field filter
27004,P4,type user nice offer completeness type
27007,P3,expression change variable value dialog expression change value array exception double new double 08:12:07.328 execute runnable execute runnable Display.readAndDispatch(Display.java:2694 Workbench.runEventLoop(Workbench.java:1716 org.eclipse.core.internal.runtime PlatformActivator$1.run sun.reflect org.eclipse.jdt.internal.compiler.parser CompletionScanner.getNextToken org.eclipse.jdt.internal.compiler.parser CompletionParser.java:3123 org.eclipse.jdt.internal.codeassist org.eclipse.jdt.internal.core org.eclipse.jdt.internal.core Display.readAndDispatch(Display.java:2694 Workbench.runEventLoop(Workbench.java:1716 org.eclipse.core.internal.runtime PlatformActivator$1.run sun.reflect
27012,P2,parameter quick regression unused public void foo(int x quick fix warning x available add parameter add method remove parameter intentional
27033,P1,need dedicated link page 1.7.8 sentence tutorial link
27035,P2,set icon error tick status next clean work set mode working set error tick status icon reset update
27038,P3,filter synthetic method be default hide synthetic default outline view explorer outline sense same method source code look class method outline frustrating search special method need information bytecode bytecode outline view plugin
27048,P3,variable class public class public static class private final a b public b1 a = b = b1 public return a public return b public class private final a b course incorrect compiler error presence absence annotation change
27053,P3,duplicate result import dialog add import dialog box import org.apache.tools.ant be due more workspace have dialog box
27057,P3,code plug in compile project use ok = = = = x86 = = line -arch x86 09:11:41.875 code plug in org.eclipse.jdt.internal.compiler org.eclipse.jdt.internal.compiler.ast org.eclipse.jdt.internal.compiler.ast org.eclipse.jdt.internal.compiler.ast org.eclipse.jdt.internal.compiler.ast org.eclipse.jdt.internal.compiler.ast org.eclipse.jdt.internal.compiler.ast org.eclipse.jdt.internal.compiler.ast org.eclipse.jdt.internal.compiler.ast org.eclipse.jdt.internal.compiler.ast org.eclipse.jdt.internal.compiler org.eclipse.jdt.internal.compiler BuildManager.basicBuild(BuildManager.java:168 AutoBuildJob.doBuild(AutoBuildJob.java:139 AutoBuildJob.run(AutoBuildJob.java:200
27061,P3,range wrong package info range wrong package info bug select package info @ wrong range see picture
27063,P3,replace use commit cvss kerworld donent replace example c pro src com action 08:15:56 become c thank
27066,P5,message work set resource work set menu foo package explorer drop - down try create work set foo error message working set name name show dialog confusing confused error message specific resource working set usable package explorer name dialog show work non - working label
27077,P3,assist capture type have code code assist caret | get get import class void test test.get(0).|
27079,P3,incorrect usage use value bit mask value inside
27081,P2,exception lookup declaration method full source workspace open view search declaration method long lookup get event loop exception event loop exception internal error
27089,P2,quick assist unused parameter enable compiler warning unused invoke unused parameter project void arg quick org.eclipse.jdt.internal.ui.text.correction ModifierCorrectionSubProcessor.getSuppressWarningsProposal(ModifierCorrectionSubProcessor.java:880 org.eclipse.jdt.internal.ui.text.correction org.eclipse.jdt.internal.ui.text.correction org.eclipse.jdt.internal.ui.text.correction org.eclipse.jdt.internal.ui.text.correction org.eclipse.jdt.internal.ui.text.correction org.eclipse.jdt.internal.ui.text.correction org.eclipse.jdt.internal.ui.text.correction org.eclipse.jdt.internal.ui.text.correction org.eclipse.jdt.internal.ui.text.correction JavaCorrectionProcessor.computeCompletionProposals(JavaCorrectionProcessor.java:179 org.eclipse.jdt.internal.ui.text.correction JavaCorrectionAssistant.showPossibleCompletions(JavaCorrectionAssistant.java:168 TextOperationAction$1.run(TextOperationAction.java:122 WorkbenchKeyboard.processKeyEvent(WorkbenchKeyboard.java:828 org.eclipse.swt.internal Workbench.runEventLoop(Workbench.java:1716 sun.reflect sun.reflect sun.reflect
27093,P3,reproduce source binary org.eclipse.ltk.internal.ui.refactoring.RefactoringWizardDialog2.run RefactoringWizard.java:573 Workbench.runEventLoop(Workbench.java:1716 org.eclipse.core.internal.runtime PlatformActivator$1.run sun.reflect BindingKeyParser.java:417 exception BindingKeyParser.java:417 problem file method char valid key
27107,P3,assist generic parameter name arg0 real name class void adda content assist arg0 content assist add(int arg0 arg1 normal code completion arg0 proposal label code parameter content assist method arg0 proposal label correct method index element
27109,P3,javadoc comment method declaration local variable wrong include javadoc start final keyword public class public static void object javadoc comment object instanceof final = null
27132,P3,check failure recursive formal 3.1rc2 program public class void x
27139,P3,unecessary cast case eclipse raise unecessary cast case require cast char case cast usefull box
27160,P3,fix field read work possible side work right side assignment have int val try val catch final err expect quick fix remove declaration assignment val keep statement interested
27167,P3,completion private void map = entry button = new entry entry error = = = = x86 = = line -arch x86
27169,P3,own open editor create new class editor type code assist exception debugger work copy buffer buffer editor document adapter buffer result typing working copy exception wrong able reproduce
27173,P3,effect assignment diagnosis 3.1rc2 little effect public class int length1 length1 length1 int length2 length2 int length3 length3 length3
27176,P3,example compile default document user download plug in create project source project generate compile default compiler method parameter field local variable read think several document make user aware appear document user adjust compiler example plug in include project acceptable project specific compiler example plug in generate compiler default compiler default compiler combination above love see warning go default in reality combination best
27184,P3,type class literal correct build create public class do location class class
27186,P3,chain confuse compiler new compiler error code # # # # public class public abstract class public abstract param public class // follow field declaration error public d return # # # # field following way remove error javac original code
27192,P4,individual test work null view simple test class package import import public class void void tearDown super.tearDown public final void public static return new run test fail whole test choose context menu test view run individual test individual test view test null failure trace TestResult.run(TestResult.java:109 org.eclipse.jdt.internal.junit.runner org.eclipse.jdt.internal.junit.runner org.eclipse.jdt.internal.junit.runner behavior decoration feature
27194,P2,type dialog show compress information create workspace create project open dialog type observe nice information appear problem bug use external
27197,P3,note duplicate classpath variable reflect change reproduce page choose tab click list click dialog value variable folder path value dialog ask want do full rebuild dialog old appear attempt variable result incorrect path dialog dialog button screen new value variable frustrating variable value point discover good portion process new variable list helpful
27199,P2,view try o;pen view get error message create view stack trace org.eclipse.jdt.internal.ui.javaeditor org.eclipse.jdt.internal.ui.javaeditor org.eclipse.jdt.internal.ui.javaeditor WorkbenchPartReference.getPart(WorkbenchPartReference.java:551 WorkbenchPage.busyShowView(WorkbenchPage.java:930 Workbench.runEventLoop(Workbench.java:1716 sun.reflect sun.reflect sun.reflect
27200,P3,method inline method dialog following exception single time particular method WorkbenchKeyboard.processKeyEvent(WorkbenchKeyboard.java:828 Workbench.runEventLoop(Workbench.java:1716 sun.reflect sun.reflect sun.reflect text org.eclipse.ltk.core.refactoring org.eclipse.ltk.core.refactore
27201,P3,generic parameter qualified access confuse other compile piece code # # # # public class public static class public # # # # error instance type accessible scope same error javac piece code error generic parameter outer class qualified access instance inner class
27206,P3,compression work bug
27234,P3,special have class public class public public static void args save get terminal content consist character markup try debug get debug >java application get error dialog active editor contain main type
27237,P3,static possible evaluate symbol function debugger static import import static 2pi = inspect watch behaivor import static same
27244,P3,page contain actual new workspace page click development page tutorial dead end tutorial way continue tutorial contain next previous page
27257,P3,source debug nice debug session open user editing perspective
27260,P2,method signature disallow binary reproduce compilation unit class public return parameter complain semantic change computation method ripple refactoring generate error status binary declaration ripple problem refactore
27274,P3,compliance present exception code assist create project create class class cursor location type add open code assist select method observe method exception log 00:33:36.130 key org.eclipse.jdt.internal.core org.eclipse.jdt.internal.core org.eclipse.jdt.internal.core org.eclipse.jdt.internal.core org.eclipse.jdt.internal.core TextViewer$VerifyKeyListenersManager.verifyKey(TextViewer.java:414 StyledText$7.handleEvent(StyledText.java:4868 sun.reflect sun.reflect sun.reflect
27283,P3,find inner class interface other project have public class public interface public static class public class dependency public class open
27286,P3,externalize generate correct code externalize code package p public class public static void args world package p import import public class private static final = private static final = private public static key throw new see wrong set specify command line parameter
27287,P2,log statement element class log statement number differ number current nature non static inner result log entry constructor such mismatch length remove log statement full see bug
27288,P3,new method Hi add new method think split selection separate show case useful have put copyright notice new class mycompany legal @version type declaration useful cvs find useful add non - speaking new
27295,P3,file linux line fail code formatter action format compilation unit use line delimiter line delimiter new code sun.reflect sun.reflect sun.reflect see way get dialog change line exception reproducable predefined format action editor problem define new action
27298,P3,line navigation ctrl n update use arrow key scroll do update viewport do let arrow key use ctrl n equivalent do update let n key keyboard bug happen ctrl p first first behavior ctrl n behave arrow key ctrl p arrow key work
27299,P3,argument overloaded argument method wrong type quick argument method overload have different parameter possible quick
27302,P5,reference error type link code love short public void preference spurious reference warning problem word short long int float number other error drop short
27308,P3,class file editor class inheritance tree have o.e.jdt.ui plugin tree get error dialog internal error indicator installation job editor view blank error message create part internal error failure unexpected exception stack trace restarting let get level continue time same error restart let get way s inheritance tree problem repro close exit restart repeat process bug report AbstractDocument.java:358 org.eclipse.jface.text.source.projection org.eclipse.jface.text.source.projection org.eclipse.jdt.internal.ui.javaeditor org.eclipse.jface.text.source.projection ProjectionViewer.setDocument StatusTextEditor.java:53 org.eclipse.jdt.internal.ui.javaeditor org.eclipse.jdt.internal.ui.javaeditor EditorReference.java:365 WorkbenchPage.access$9 org.eclipse.jdt.internal.ui.javaeditor org.eclipse.jdt.internal.ui.javaeditor Workbench.runEventLoop(Workbench.java:1716 org.eclipse.core.internal.runtime PlatformActivator$1.run sun.reflect
27310,P3,up multiline other portion code up option up option multiline doc portion code multiline know other occur machine build example method equivalent method equivalent public static int cal return up line method equivalent public static int cal return method equivalent
27313,P3,instanceof check unnecessary null program raise warning unnecessary instanceof operation public class instanceof
27329,P3,validation implementation compiler code compiler reject support package foo public class @param @param class empty
27335,P3,generic interface method parameter code similar public class public void value + value public static void args new interface public void value type implement abstract method
27337,P3,type hierarchy error compiler problem parameterized nested more level deep code question javac simplified test case think compile abstract class abstract class class public class static class static class end parameter population think primal error cycle type hierarchy
27338,P3,many depend build box box depend aditional jar file build find class part build open project select click change wait rebuild fine have have less
27341,P3,run test case error test case package lesson01 import . public class public void student new class package lesson01 public class public name try run error message check box do same thing next time . next time run test case . error connect java.net . connect java.net . java.net . java.net . java.net . java.net . java.net . java.net . java.net . . java.net . . check .
27347,P1,fine receive same generation fine com.jcoffee.development.plugins.eclipse.generator.action previous bug same exception case other way
27351,P3,question translator clarification translation please full qualify context
27372,P4,source folder project none manage exiting friendly manner create new project src create new class create source folder src project result see attachment default package view right click project select result see attachment default package note src root source folder suggest action avoid step first attachment behavior one attachment multiple source keep root prefer move source folder user confirmation alternative probable scenario user development new code source folder one part multiple move option relevant rid package information same behavior observable non default package case package regular directory file
27388,P4,easy creation moment hassle create necessary utilise framework application propose make be able create new wizard be able refactor allow handling event listener dispatch appropiate notifyxxx be good thing implement do take lot time lot people do knowhow do wizard make uniform easy do optimise event example have overall create event wizard be able choose appropiate class use
27392,P3,operator unboxed generic type similar bug believe due incorrect bytecode deal a generic a operation presume valid appear compile fine case public final class public public second public static s return new f;s public final s = second = s public class public void a = public static void args new get thread main java.lang class method a signature object argument function call line fine linux gtk x86 32bit java.runtime.name = Java(TM b64
27397,P3,warn public private inner warn public private disabled warning public inner private class make much sense issue warning constructor example public class private class public
27408,P3,performance bad annotation processor lot perf memory consumption beehive petstore demo follow setup build app note pause debugger will find stack somewehere implementation enable eclipse installation need drop following directory build wtp build org.eclipse.beehive org.eclipse.beehive.zip file share exppand hard drive workspace apt debug instance eclipse workspace J1Petstore.zip file share extract filesystem debug workspace enable click project choose support open .project file make sure beehive builder click project choose support choose apply button choose button will cause be clean build project note many crappy performance clean build project note many crappy performance project project project note nasty need disable reconcile time apt dispatch see disable resource model see init method
27413,P3,failure trace newsgroup time find bug junit view truncate long trace long impossible eclipse clipboard editor full message junit view truncate
27438,P4,different icon end name editor hard tell difference code test nice derive different editor tab icon
27447,P3,local variable field piece code mark variable select local variable field comment file class public class int field method private bla boolean next piece code come more comment https://bugs.eclipse.org/bugs/show_bug.cgi?id=100135
27454,P3,rebuild dialog button preference pane preference pane build such change click dialog cancel dialog button preference pane disabled disabled additional button work user press same net effect preference pane re - enable button problem occur rebuild dialog imagine fix re - enable button case know disable first place
27473,P3,reconcile worrying message log file reconcile org.eclipse.jdt.internal.core org.eclipse.jdt.internal.core org.eclipse.jdt.internal.core org.eclipse.jdt.internal.core
27474,P3,disable warning know disable warning enum identifier reserved keyword source leve1 o dialog
27481,P3,external respect package org.eclipse.ui.internal.editors.text method private file null return new return new consult registry wish whip fix respect intead external first official bug report gentle
27496,P2,eclipse crash startup end eclipse occur initial window keep keep get lucky suspect problem a timing issue crash coincident rare event system startup crash problem a few endemic one a typical crash log # unexpected error # # b09 mixed mode frame v stub # thread main siginfo ExceptionCode=0xc0000092 6d730f1b 015fbc82 0073501c 00fe00fe 00fe00fe 00fe00fe 0x00c7ec48 dd dd 1c dd dd dd dd free space=250k = code = = code = native code v stub v stub eclipse eclipse eclipse eclipse eclipse eclipse eclipse eclipse eclipse eclipse eclipse eclipse eclipse eclipse eclipse eclipse eclipse eclipse text eclipse SelectionChangedEvent;)V+20 eclipse v eclipse eclipse Display.readAndDispatch()Z+50 eclipse window eclipse eclipse eclipse application eclipse eclipse application v sun.reflect sun.reflect v = current thread daemon 0x1728e6b0 daemon indexing daemon daemon daemon daemon daemon daemon daemon daemon daemon = main state safepoint normal execution a thread def new generation total eden C:\WINNT\system32\KERNEL32.DLL 0x78045000 0x75e60000 0x77570000 0x6bc14000 C:\Java\jre1.5\bin\hpi.dll C:\Java\jre1.5\bin\verify.dll 0x78535000 0x66650000 0x17c19000 0x17d78000 0x77827000 0x18b60000 0x18b66000 m m -arch x86 -launcher -exitdata 144_44 -vm -vmargs m m = C:\Perl\bin\;F:\Perl\bin\;C:\WINNT\system32;C:\WINNT;C:\WINNT\System32\Wbem;C:\Program = ddyer = = x86 total family cmov mmx ht page physical 523244k(124220k free swap free vm_info b09 x86
27519,P3,assist display enum function public enum public boolean targetStr prefix return public abstract boolean targetStr param line above code move cursor end prefix press list prefixs member eclipse final
27526,P3,xml problem e.g xml second project working set second project second project working set java work set logfile other problem
27531,P3,useless program debug window thread while s view stack see reason execption like know therefor stack available like have access last parameter enough code workaround run debuging console output conclude debugger final
27534,P4,configure placement place comment start line like Eg comment line code use style like option indent indent level subsequent line Eg comment line code
27539,P3,debug nice able debug java outside project typical case following build product product stand mode launch outside have clue ability remote debug application find case have product
27548,P3,regression patch disable bug side
27550,P1,format code formatter formatter code generating plugin format profile tab
27551,P3,comment name development team like request clear distinction much sense most standardized way believe comment make sense difficult standardize wish switch retain way feature TOUCHED regard indentation other beautyfying true such obvious like inserting comment like comment use simple code generator like other similar such formatter content structure simple standardized like believe standardized way case consideration feature enhancement request
27556,P3,fix hoist variable public void true quick fix nice turn public void true
27560,P4,inconsistent behavior method interface public class public void bar void bar interface void bar bar choose dialog check error method interface button action fatal error bar effect delete compile error fine behavior user consistent
27577,P3,have wrong word development user strings->using wizard- property file page content page field enter name package want ? locate property file use button display list
27580,P4,require saving unnamed refactore require saving unnamed refactoring think usefulness unnamed
27582,P4,action view enable action view allow see single class view view handy multiple view bug patch = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = file internal packageview revision -0000 -0000 @@ -244;7 +244;8 @@ int type= return type type type type type element instanceof return true
27587,P3,nested quick extract have a problem correct type declaration expression a type form expression a variable type type equal a variable type Collections.nCopies(2 list a new local a compile error void list dups= Collections.nCopies(2 list illegal Collections.nCopies(2 list javadoc type node a type type handle situation replace pattern a type argument list top level type more void legal illegal set= legal extSet=
27601,P3,template snippet public void test throwspublic void job new public monitor cursor return file empty error dialog exception
27602,P3,org.eclipse.jdt.internal.ui.text install eclipse linux gtk jdk-1_5_0_04 linux desktop example code 2nd p. encrypted home drive exchange partition moment test platform sorry reproduce have default root public main abstract code stub order private static crash line = continue crash shift line label = package de.robertkosten.test import javax.swing import public class test private static icon = new args public static void args method stub = new label = dump have several bug report # unexpected error # SIGSEGV 0xb pid=31257 # b05 mixed mode frame # thread text daemon siginfo si_addr=0x000000d64536ff20 RDX=0x0000002adaa49968 = 0x0000000000000100 = R11=0x0000002adaa498cd sp=0x00000000415b94b0 0000002adaa49894 0000002aeb77ee00 00000000000000fa 0000002aeb77ee00 0000002adaa49894 0000002ae18b6848 0000002adaa46018 00000000000000a9 00000000000000ff 0000002a00000045 0000002adaa46018 00000000000000a9 00000000000000ff 0000002a99bd98f0 000000010000000a 0x00000000415b95f0 00000000415b9630 0000002ae18b6848 00000000ffffffff d5 d5 sp=0x00000000415b94b0 free space=1017k = code = = code = native code = current thread 0x0000002aea368e70 = org.eclipse.jdt.internal.ui.text daemon 0x0000002ae9ce9c50 org.eclipse.jdt.internal.ui.text daemon indexing daemon daemon daemon daemon daemon daemon daemon daemon daemon 0x00000000401aca20 daemon daemon main state safepoint normal execution a thread def new generation total 0x0000002adb840000 space % space % space % 0x0000002adb840000 generation total space % perm total space % 0x0000002ae2c2b3f8 r /usr/ java java rw p /usr/ java java rwxp rwxp rwxp rwxp rwxp rwxp rwxp rwxp rwxp rwxp 40abe000 40abe000 rwxp 40abe000 40bbe000 40bbe000 rwxp 40bbe000 rwxp 40dbe000 rwxp 40dbe000 rwxp 40dbe000 40ebe000 40ebe000 rwxp 40ebe000 40fbe000 40fbe000 rwxp 40fbe000 rwxp rwxp rwxp rwxp rwxp rwxp rwxp rwxp rwxp rwxp 2a9556a000 r /lib64/ ld-2.3.3.so 2a9556a000 rw p 2a9556a000 r s /home/ eclipse r s /usr/ java rw s r s /home/ eclipse org.eclipse.update.scheduler_3.1.0.jar rw p r p /usr/ LC_CTYPE r s /usr/ gconv gconv modules.cache r s /usr/ java sunjce_provider.jar r s /home/ eclipse rw p /lib64/ ld-2.3.3.so r /lib64/ tls /lib64/ tls 2a9577c000 rw p /lib64/ tls 2a9577c000 rw p 2a9577c000 r /lib64/ /lib64/ rw p /lib64/ 2a95989000 r /lib64/ tls 2a95989000 /lib64/ tls rw p /lib64/ tls rw p r /usr/ java server /usr/ java server rw p /usr/ java server rw p r p rwxp r s /home/ eclipse org.eclipse.core.runtime.compatibility_3.1.0.jar r /lib64/ tls /lib64/ tls rw p /lib64/ tls r /usr/ java /usr/ java rw p /usr/ java rw s hsperfdata_robertkosten/31257 r /lib64/ /lib64/ 2a96755000 rw p /lib64/ 2a96755000 rw p 2a96755000 r /usr/ java 2a96857000 /usr/ java 2a96857000 rw p /usr/ java r /usr/ java 2a96966000 /usr/ java 2a96966000 rw p /usr/ java r /usr/ java /usr/ java rw p /usr/ java r s /usr/ java rw p r s /usr/ java r s /usr/ java r s /usr/ java rwxp rwxp rwxp rwxp rwxp rwxp rwxp rwxp rwxp rwxp rwxp rwxp rwxp rwxp rwxp rwxp rwxp rwxp rwxp rwxp rw p r s /usr/ java rw p r s /home/ eclipse r /usr/ java /usr/ java rw p /usr/ java r /usr/ java /usr/ java rw p /usr/ java rw p r s /home/ eclipse rw s r s /home/ eclipse rw p r s /home/ eclipse r s /home/ eclipse org.eclipse.ui.workbench_3.1.0.jar r s /home/ eclipse r s /home/ eclipse r s /home/ eclipse r s /home/ eclipse r s /home/ eclipse r /home/ eclipse configuration libswt pi- gtk-3138.so /home/ eclipse configuration libswt pi- gtk-3138.so rw p /home/ eclipse configuration libswt pi- gtk-3138.so rw p r p /usr/ r p /usr/ r p /usr/ r p /usr/ r p /usr/ r p /usr/ r p /usr/ r p /usr/ r s /home/ eclipse org.eclipse.ui.views_3.1.0.jar r /opt/ gnome x11 /opt/ gnome x11 2ae65c4000 rw p /opt/ gnome x11 2ae65c4000 rw p 2ae65c4000 r /opt/ gnome /opt/ gnome rw p /opt/ gnome r /usr/ /usr/ rw p /usr/ r /opt/ gnome /opt/ gnome rw p /opt/ gnome r /opt/ gnome x11 /opt/ gnome x11 rw p /opt/ gnome x11 r /usr/ /usr/ rw p /usr/ rw p r /opt/ gnome /opt/ gnome rw p /opt/ gnome r /opt/ gnome /opt/ gnome rw p /opt/ gnome r /opt/ gnome /opt/ gnome rw p /opt/ gnome r /opt/ gnome /opt/ gnome rw p /opt/ gnome r /opt/ gnome /opt/ gnome rw p /opt/ gnome rw p r /opt/ gnome /opt/ gnome rw p /opt/ gnome r /opt/ gnome /opt/ gnome rw p /opt/ gnome r /usr/ /usr/ rw p /usr/ r /usr/ /usr/ rw p /usr/ r /usr/ /usr/ rw p /usr/ r /usr/ /usr/ rw p /usr/ r /usr/ /usr/ rw p /usr/ r /usr/ /usr/ rw p /usr/ rw p r /usr/ libfreetype.so.6.3.5 /usr/ libfreetype.so.6.3.5 rw p /usr/ libfreetype.so.6.3.5 r /usr/ libexpat.so.0.5.0 /usr/ libexpat.so.0.5.0 rw p /usr/ libexpat.so.0.5.0 r p /usr/ r p /usr/ r p /usr/ r /usr/ /usr/ rw p /usr/ r p /opt/ gnome share gtk20.mo r /home/ eclipse configuration libswt gtk- 3138.so /home/ eclipse configuration libswt gtk- 3138.so rw p /home/ eclipse configuration libswt gtk- 3138.so rw p r /opt/ gnome gtk-2.0/2.2.0 /opt/ gnome gtk-2.0/2.2.0 rw p /opt/ gnome gtk-2.0/2.2.0 r p /usr/ share r /usr/ gconv /u
27605,P3,view sort outline view order occurence sort usability bug look first thinking category most common case know name have scan category name list outline view frustrating unhelpful simple aphabetic sort optimal name argue major use case
27610,P3,value line public name return public class happen complete type mismatch declaration actual annotation member value null return s source type
27613,P5,option compiler verification include option warning file preferred way documenting enableable strange word compliance active
27624,P3,step command debug simple servlet generic server hit debugging session continue debug internal error
27635,P3,quick fix move compilation unit exception TextViewer$VerifyKeyListenersManager.verifyKey(TextViewer.java:414 org.eclipse.swt.custom org.eclipse.swt.custom org.eclipse.swt.custom Display.readAndDispatch(Display.java:2711 sun.reflect sun.reflect sun.reflect = = = = x86 = = line -arch x86 forgot include package a source file top a package declaration a quick fix move compilation unit quick fix exception editor closed
27643,P3,invalid assignment method type parameter dup bug class t1 t2 return t1.size t2.size t1 t2 void list set set javac error
27653,P3,bug qualified get hover field declaration hover pack breakpoint see key= new type public class class = new
27654,P3,Req formatter remove inline import possible know wich component choose sorry good be great be able remove inline new javax.swing import javax.swing new rational Req java long help bit make ambiguity ignore option feature go great
27655,P3,compiler problem compiler problem bit misleading problem see bug argument null cast method type compiler preference page type match varargs argument think error message explain problem propose solution proposal neutral error message argument null match argument type method type
27662,P3,unexpected primitive contract explicit return value primitive type binding current implementation return signature like single character name int void most top level current behaviour return canonical name useful follow same model primitive return canonical name type int
27666,P3,add ability specify src dir need update able specify name src folder do appropriate clean up src folder
27677,P3,output dir apt config output dir config
27678,P4,add link apt config window allow editing src have time have link apt config window jump source configration pane problematic enter generated- src dir put click link have s time push
27695,P3,marker CHAR_START problem java file have line number available create marker add attribute marker specify char_start marker file available right click marker click marker view get quick possible work code line number get end start range set be same marker start end method end start check see offset range call body private static boolean offset int start int end return offset start offset end start end set be same NEVER net effect position set get quick fix
27702,P3,highlight code way have bad indent code cursor same position same line use format move cursor other location time highlighted actual position second position indent text
27706,P3,debug java program unable use debug java runtime Java(TM build b64 log try debug java program step frame org.eclipse.jdt.debug org.eclipse.jdi packet step request org.eclipse.jdi packet org.eclipse.jdi.internal.connect org.eclipse.jdi.internal.connect org.eclipse.jdi.internal org.eclipse.jdi.internal st(JDIThread.java:1757
27715,P3,activate template editor board Hi insert template block code template edit mode able tab item item edit enable mode editor select block code go template edit mode change common name free version functionality call able reactivate mode
27719,P3,thread frooze following exception thread CompilationUnitScope.findImport(CompilationUnitScope.java:403 org.eclipse.jdt.internal.codeassist
27720,P3,crash code bug type enum type
27733,P3,read method invocation sample code void boolean bool open get warning bool read line bad assignment variable bool void open
27741,P3,override fail raw subtype type variable type override fail raw subtype type variable type correct interface public public parent class eclipse error type implement abstract method public eclipse error return type incompatible return null public parent eclipse error clash method type same erasure type override return null
27745,P3,stack trace stacktrace bug trace console main thread invalid line
27746,P3,method type variable inference null public class void shouldcompile eclipse compiler error mismatch generic method type applicable type valid substitute parameter javac bug
27754,P3,instanceof non - reifiable array type - class void o o instanceof test non - reifiable type o o instanceof o
27755,P3,quick replace non - reifiable type erasure - class void o o instanceof //illegal o quick fix replace illegal instanceof erasure quick fix replace unsafe cast erasure
27758,P3,default default setting set highlight problem functionality helpful many default setting bright yellow highlight distracting rest time mention little feel read usability default setting use highlight useful look ignore interested idea change color blue avoid confusion
27761,P3,framework separate support same example org.springframework.orm.hibernate3.support want filter eveything org.springframework.orm.hibernate package org.springframework.orm.hibernate hibernate3 package org.springframework.orm.hibernate dot
27764,P3,auto build switch in debug perspective note awkward problem in use final release building project work web project plugin big size note end use in debug perspective strong deceleration time phase auto build delay order start auto build apparent activity in process manager see java console log file bus reproductible use plug send console log more detail stacktrace wish in advance assistance day
27769,P3,warning package explorer have project ext directory directory source ext stub ext vmmagic stub source compile error warn overlay icon problem warning overlay icon ext folder source folde beleive belong such overlay appear java
